Unnamed: 0,Year,Sem,Course Code,Section,AB,BB,DD,FR,Total,AA,BC,CC,CD,II,AU,FF,AP,PP,NP,W,S,pp,DX,Unnamed: 22,section_tag_div
220,2020,1,CS 490,Total Grades Given for section M are,,1.0,,,2,1.0,,,,,,,,,,,,,,,M
221,2020,1,CS 492,Total Grades Given for are,4.0,1.0,,1.0,36,27.0,1.0,1.0,,1.0,,,,,,,,,,,
222,2020,1,CS 601,Total Grades Given for are,20.0,29.0,,4.0,108,21.0,24.0,10.0,,,,,,,,,,,,,
223,2020,1,CS 604,Total Grades Given for are,2.0,5.0,,2.0,17,5.0,2.0,1.0,,,,,,,,,,,,,
224,2020,1,CS 618,Total Grades Given for are,5.0,10.0,,,37,8.0,5.0,4.0,4.0,,,1.0,,,,,,,,,
225,2020,1,CS 618,Total Grades Given for section M are,,1.0,,,1,,,,,,,,,,,,,,,,M
226,2020,1,CS 626,Total Grades Given for are,28.0,26.0,1.0,,94,8.0,13.0,9.0,1.0,,8.0,,,,,,,,,,
227,2020,1,CS 626,Total Grades Given for section M are,3.0,5.0,,,12,3.0,,1.0,,,,,,,,,,,,,M
228,2020,1,CS 631,Total Grades Given for are,5.0,7.0,,1.0,24,4.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,
229,2020,1,CS 635,Total Grades Given for are,9.0,20.0,,1.0,48,11.0,4.0,2.0,,,1.0,,,,,,,,,,
230,2020,1,CS 635,Total Grades Given for section M are,1.0,,,,3,2.0,,,,,,,,,,,,,,,M
231,2020,1,CS 675,Total Grades Given for are,3.0,5.0,,,17,3.0,,6.0,,,,,,,,,,,,,
232,2020,1,CS 683,Total Grades Given for are,12.0,2.0,,,32,13.0,,,,,5.0,,,,,,,,,,
233,2020,1,CS 691,Total Grades Given for are,1.0,,,,3,2.0,,,,,,,,,,,,,,,
234,2020,1,CS 694,Total Grades Given for are,,,,,1,1.0,,,,,,,,,,,,,,,
235,2020,1,CS 699,Total Grades Given for are,34.0,61.0,,2.0,143,10.0,29.0,7.0,,,,,,,,,,,,,
236,2020,1,CS 725,Total Grades Given for are,39.0,56.0,7.0,3.0,179,15.0,14.0,15.0,10.0,,20.0,,,,,,,,,,
237,2020,1,CS 725,Total Grades Given for section M are,1.0,,,,1,,,,,,,,,,,,,,,,M
238,2020,1,CS 744,Total Grades Given for are,6.0,28.0,,1.0,64,6.0,16.0,6.0,1.0,,,,,,,,,,,,
239,2020,1,CS 747,Total Grades Given for are,29.0,19.0,1.0,6.0,186,93.0,24.0,9.0,4.0,,1.0,,,,,,,,,,
240,2020,1,CS 747,Total Grades Given for section M are,4.0,6.0,1.0,,27,10.0,,4.0,2.0,,,,,,,,,,,,M
241,2020,1,CS 770,Total Grades Given for are,1.0,1.0,,,7,3.0,2.0,,,,,,,,,,,,,,
242,2020,1,CS 771,Total Grades Given for are,4.0,3.0,,1.0,13,3.0,1.0,,,1.0,,,,,,,,,,,
243,2020,1,CSS801,Total Grades Given for are,2.0,,1.0,1.0,10,6.0,,,,,,,,,,,,,,,
244,2020,1,CS 387,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
245,2020,1,CS 765,Total Grades Given for are,25.0,35.0,1.0,6.0,128,26.0,22.0,7.0,3.0,,1.0,1.0,1.0,,,,,,,,
246,2020,1,CS 767,Total Grades Given for are,10.0,9.0,,1.0,53,23.0,5.0,3.0,,,1.0,,1.0,,,,,,,,
247,2020,1,CS 767,Total Grades Given for section M are,,1.0,,,3,2.0,,,,,,,,,,,,,,,M
248,2020,1,DS 203,Total Grades Given for section M are,35.0,18.0,,,73,13.0,3.0,3.0,,,1.0,,,,,,,,,,M
249,2020,1,EE 101,Total Grades Given for are,,,,2.0,2,,,,,,,,,,,,,,,,
250,2020,1,EE 101,Total Grades Given for section S1 are,125.0,63.0,,1.0,300,38.0,40.0,18.0,13.0,,,2.0,,,,,,,,,S1
251,2020,1,EE 101,Total Grades Given for section S2 are,57.0,49.0,5.0,4.0,262,55.0,42.0,26.0,20.0,,,,4.0,,,,,,,,S2
252,2020,1,EE 101,Total Grades Given for section S3 are,34.0,35.0,17.0,7.0,225,41.0,48.0,24.0,10.0,3.0,,6.0,,,,,,,,,S3
253,2020,1,EE 113,Total Grades Given for section D1 are,34.0,45.0,11.0,1.0,183,23.0,31.0,18.0,18.0,,,,2.0,,,,,,,,D1
254,2020,1,EE 204,Total Grades Given for section M are,13.0,10.0,1.0,1.0,48,3.0,11.0,7.0,2.0,,,,,,,,,,,,M
255,2020,1,EE 204,Total Grades Given for section S2 are,30.0,44.0,5.0,3.0,164,21.0,31.0,16.0,11.0,,,,3.0,,,,,,,,S2
256,2020,1,EE 207,Total Grades Given for are,1.0,1.0,,1.0,5,,2.0,,,,,,,,,,,,,,
257,2020,1,EE 207,Total Grades Given for section M are,12.0,9.0,2.0,3.0,42,6.0,8.0,2.0,,,,,,,,,,,,,M
258,2020,1,EE 224,Total Grades Given for are,64.0,74.0,,3.0,219,55.0,16.0,4.0,1.0,,,,2.0,,,,,,,,
259,2020,1,EE 229,Total Grades Given for section S1 are,13.0,14.0,6.0,8.0,85,6.0,10.0,17.0,9.0,,,,2.0,,,,,,,,S1
260,2020,1,EE 229,Total Grades Given for section S2 are,6.0,20.0,2.0,9.0,78,16.0,12.0,6.0,7.0,,,,,,,,,,,,S2
261,2020,1,EE 301,Total Grades Given for section S1 are,18.0,22.0,5.0,3.0,75,8.0,11.0,3.0,3.0,2.0,,,,,,,,,,,S1
262,2020,1,EE 301,Total Grades Given for section S2 are,22.0,18.0,5.0,1.0,78,9.0,13.0,7.0,3.0,,,,,,,,,,,,S2
263,2020,1,EE 451,Total Grades Given for are,8.0,4.0,,,39,23.0,,,,4.0,,,,,,,,,,,
264,2020,1,EE 491,Total Grades Given for are,15.0,3.0,,,66,38.0,,2.0,,8.0,,,,,,,,,,,
265,2020,1,EE 491,Total Grades Given for section S1 are,,1.0,,,1,,,,,,,,,,,,,,,,S1
266,2020,1,EE 601,Total Grades Given for are,12.0,12.0,,,42,7.0,2.0,2.0,1.0,6.0,,,,,,,,,,,
267,2020,1,EE 603,Total Grades Given for are,27.0,43.0,,,99,14.0,5.0,2.0,,7.0,1.0,,,,,,,,,,
268,2020,1,EE 609,Total Grades Given for are,17.0,10.0,,,64,28.0,5.0,2.0,,,1.0,1.0,,,,,,,,,
269,2020,1,EE 611,Total Grades Given for are,22.0,18.0,,,67,16.0,7.0,3.0,,,1.0,,,,,,,,,,
270,2020,1,EE 617,Total Grades Given for are,3.0,3.0,2.0,,17,8.0,,1.0,,,,,,,,,,,,,
271,2020,1,EE 618,Total Grades Given for are,36.0,32.0,2.0,4.0,127,16.0,19.0,13.0,3.0,,,,2.0,,,,,,,,
272,2020,1,EE 635,Total Grades Given for are,8.0,8.0,,3.0,45,4.0,8.0,6.0,2.0,3.0,3.0,,,,,,,,,,
273,2020,1,EE 640,Total Grades Given for are,4.0,5.0,,,24,2.0,2.0,3.0,,,2.0,6.0,,,,,,,,,
274,2020,1,EE 653,Total Grades Given for are,6.0,5.0,,6.0,32,2.0,4.0,2.0,1.0,5.0,1.0,,,,,,,,,,
275,2020,1,EE 655,Total Grades Given for are,6.0,4.0,3.0,5.0,31,5.0,5.0,1.0,2.0,,,,,,,,,,,,
276,2020,1,EE 657,Total Grades Given for are,9.0,12.0,2.0,9.0,53,10.0,3.0,1.0,,2.0,5.0,,,,,,,,,,
277,2020,1,EE 657,Total Grades Given for section M are,,,,,1,,,1.0,,,,,,,,,,,,,M
278,2020,1,EE 659,Total Grades Given for are,20.0,18.0,,,74,3.0,23.0,8.0,,2.0,,,,,,,,,,,
279,2020,1,EE 659,Total Grades Given for section M are,2.0,2.0,,,7,1.0,,1.0,,1.0,,,,,,,,,,,M
280,2020,1,EE 660,Total Grades Given for are,3.0,4.0,,5.0,15,1.0,,1.0,1.0,,,,,,,,,,,,
281,2020,1,EE 669,Total Grades Given for are,15.0,18.0,,4.0,88,13.0,16.0,16.0,5.0,,1.0,,,,,,,,,,
282,2020,1,EE 669,Total Grades Given for section M are,,1.0,,,1,,,,,,,,,,,,,,,,M
283,2020,1,EE 671,Total Grades Given for are,32.0,27.0,4.0,8.0,143,23.0,23.0,13.0,12.0,1.0,,,,,,,,,,,
284,2020,1,EE 673,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
285,2020,1,EE 675,Total Grades Given for are,8.0,4.0,,3.0,26,7.0,3.0,,,1.0,,,,,,,,,,,
286,2020,1,EE 679,Total Grades Given for are,13.0,15.0,1.0,,50,11.0,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
287,2020,1,EE 679,Total Grades Given for section M are,1.0,,,,1,,,,,,,,,,,,,,,,M
288,2020,1,EE 691,Total Grades Given for are,3.0,1.0,,,20,15.0,,,,1.0,,,,,,,,,,,
289,2020,1,EE 694,Total Grades Given for are,18.0,2.0,,3.0,94,41.0,2.0,,,28.0,,,,,,,,,,,
290,2020,1,EE 703,Total Grades Given for are,6.0,5.0,,2.0,24,3.0,5.0,2.0,,,1.0,,,,,,,,,,
291,2020,1,EE 720,Total Grades Given for are,7.0,8.0,,,45,15.0,4.0,8.0,,2.0,1.0,,,,,,,,,,
292,2020,1,EE 721,Total Grades Given for are,23.0,32.0,,6.0,99,15.0,19.0,3.0,,,1.0,,,,,,,,,,
293,2020,1,EE 723,Total Grades Given for are,8.0,10.0,,,33,5.0,9.0,1.0,,,,,,,,,,,,,
294,2020,1,EE 733,Total Grades Given for are,8.0,10.0,,4.0,58,5.0,16.0,12.0,2.0,,1.0,,,,,,,,,,
295,2020,1,EE 748,Total Grades Given for are,10.0,1.0,,,17,6.0,,,,,,,,,,,,,,,
296,2020,1,EE 759,Total Grades Given for are,9.0,9.0,,3.0,51,8.0,7.0,9.0,1.0,,5.0,,,,,,,,,,
297,2020,1,EE 781,Total Grades Given for are,11.0,16.0,,,42,5.0,8.0,2.0,,,,,,,,,,,,,
298,2020,1,EE 787,Total Grades Given for are,5.0,10.0,,,28,6.0,3.0,1.0,,,3.0,,,,,,,,,,
299,2020,1,EE 788,Total Grades Given for are,7.0,2.0,,1.0,49,11.0,4.0,,,,24.0,,,,,,,,,,
300,2020,1,EE 789,Total Grades Given for are,14.0,3.0,,,35,17.0,,,,1.0,,,,,,,,,,,
301,2020,1,EES801,Total Grades Given for are,5.0,1.0,,,23,11.0,2.0,,,4.0,,,,,,,,,,,
302,2020,1,EE 309,Total Grades Given for are,41.0,37.0,6.0,1.0,156,31.0,28.0,2.0,7.0,,,3.0,,,,,,,,,
303,2020,1,EE 338,Total Grades Given for are,30.0,32.0,2.0,,151,41.0,19.0,14.0,10.0,2.0,,,1.0,,,,,,,,
304,2020,1,EE 492,Total Grades Given for are,,,,,1,1.0,,,,,,,,,,,,,,,
305,2020,1,EE 602,Total Grades Given for are,17.0,21.0,2.0,1.0,69,11.0,10.0,4.0,3.0,,,,,,,,,,,,
306,2020,1,EE 613,Total Grades Given for are,4.0,4.0,,,23,3.0,3.0,3.0,1.0,5.0,,,,,,,,,,,
307,2020,1,EN 203,Total Grades Given for are,13.0,5.0,,,27,5.0,4.0,,,,,,,,,,,,,,
308,2020,1,EN 207,Total Grades Given for are,13.0,7.0,,1.0,32,4.0,5.0,2.0,,,,,,,,,,,,,
309,2020,1,EN 209,Total Grades Given for are,10.0,7.0,1.0,,28,5.0,4.0,1.0,,,,,,,,,,,,,
310,2020,1,EN 211,Total Grades Given for are,6.0,4.0,8.0,,32,2.0,2.0,6.0,4.0,,,,,,,,,,,,
311,2020,1,EN 301,Total Grades Given for are,,,,,1,1.0,,,,,,,,,,,,,,,
312,2020,1,EN 301,Total Grades Given for section M are,3.0,4.0,,1.0,14,4.0,1.0,1.0,,,,,,,,,,,,,M
313,2020,1,EN 309,Total Grades Given for are,20.0,3.0,,,29,4.0,1.0,1.0,,,,,,,,,,,,,
314,2020,1,EN 313,Total Grades Given for are,6.0,2.0,2.0,4.0,34,1.0,8.0,4.0,7.0,,,,,,,,,,,,
315,2020,1,EN 315,Total Grades Given for are,6.0,5.0,6.0,3.0,34,3.0,5.0,3.0,3.0,,,,,,,,,,,,
316,2020,1,EN 317,Total Grades Given for are,8.0,6.0,1.0,1.0,32,3.0,5.0,6.0,2.0,,,,,,,,,,,,
317,2020,1,EN 401,Total Grades Given for are,7.0,8.0,2.0,1.0,37,8.0,4.0,2.0,5.0,,,,,,,,,,,,
318,2020,1,EN 406,Total Grades Given for are,10.0,8.0,,3.0,30,5.0,3.0,1.0,,,,,,,,,,,,,
319,2020,1,EN 407,Total Grades Given for are,3.0,2.0,1.0,3.0,16,,4.0,1.0,2.0,,,,,,,,,,,,
320,2020,1,EN 409,Total Grades Given for are,5.0,1.0,,2.0,14,2.0,1.0,3.0,,,,,,,,,,,,,
321,2020,1,EN 411,Total Grades Given for are,3.0,3.0,,2.0,14,2.0,1.0,,3.0,,,,,,,,,,,,
322,2020,1,EN 413,Total Grades Given for are,3.0,2.0,1.0,,14,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,
323,2020,1,EN 601,Total Grades Given for are,2.0,4.0,7.0,14.0,39,2.0,2.0,3.0,5.0,,,,,,,,,,,,
324,2020,1,EN 602,Total Grades Given for are,4.0,4.0,,4.0,23,1.0,5.0,3.0,2.0,,,,,,,,,,,,
325,2020,1,EN 606,Total Grades Given for are,32.0,38.0,3.0,4.0,124,11.0,23.0,9.0,4.0,,,,,,,,,,,,
326,2020,1,EN 613,Total Grades Given for are,21.0,15.0,7.0,13.0,124,18.0,16.0,12.0,15.0,7.0,,,,,,,,,,,
327,2020,1,EN 618,Total Grades Given for are,7.0,16.0,1.0,4.0,58,11.0,6.0,5.0,6.0,,2.0,,,,,,,,,,
328,2020,1,EN 639,Total Grades Given for are,4.0,4.0,,,33,2.0,11.0,5.0,1.0,,6.0,,,,,,,,,,
329,2020,1,EN 691,Total Grades Given for are,2.0,3.0,,,14,4.0,4.0,1.0,,,,,,,,,,,,,
330,2020,1,EN 694,Total Grades Given for are,5.0,6.0,,6.0,21,2.0,2.0,,,,,,,,,,,,,,
331,2020,1,EN 703,Total Grades Given for are,5.0,1.0,,,10,1.0,,2.0,,,1.0,,,,,,,,,,
332,2020,1,ENS801,Total Grades Given for are,1.0,3.0,,,9,5.0,,,,,,,,,,,,,,,
333,2020,1,ENS802,Total Grades Given for are,2.0,,,,3,1.0,,,,,,,,,,,,,,,
334,2020,1,EN 321,Total Grades Given for are,,,,,5,3.0,1.0,,1.0,,,,,,,,,,,,
335,2020,1,ENT603,Total Grades Given for are,6.0,10.0,,1.0,31,7.0,5.0,1.0,,,1.0,,,,,,,,,,
336,2020,1,ENT606,Total Grades Given for are,3.0,5.0,,,36,23.0,1.0,1.0,,,,3.0,,,,,,,,,
337,2020,1,ES 200,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
338,2020,1,ES 200,Total Grades Given for section S1 are,44.0,27.0,2.0,1.0,129,30.0,12.0,7.0,6.0,,,,,,,,,,,,S1
339,2020,1,ES 200,Total Grades Given for section S2 are,84.0,50.0,4.0,,229,29.0,26.0,19.0,10.0,7.0,,,,,,,,,,,S2
340,2020,1,ES 201,Total Grades Given for are,8.0,6.0,,1.0,29,3.0,3.0,5.0,3.0,,,,,,,,,,,,
341,2020,1,ES 202,Total Grades Given for are,4.0,5.0,2.0,,25,7.0,4.0,3.0,,,,,,,,,,,,,
342,2020,1,ES 203,Total Grades Given for section M are,3.0,7.0,,,20,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,M
343,2020,1,ES 209,Total Grades Given for are,6.0,6.0,,,25,8.0,4.0,,1.0,,,,,,,,,,,,
344,2020,1,ES 296,Total Grades Given for are,1.0,,,4.0,7,2.0,,,,,,,,,,,,,,,
345,2020,1,ES 301,Total Grades Given for are,6.0,6.0,,,21,6.0,1.0,2.0,,,,,,,,,,,,,
346,2020,1,ES 303,Total Grades Given for section M are,,1.0,,,4,2.0,1.0,,,,,,,,,,,,,,M
347,2020,1,ES 307,Total Grades Given for are,10.0,2.0,,,21,7.0,,1.0,,1.0,,,,,,,,,,,
348,2020,1,ES 315,Total Grades Given for are,3.0,2.0,,,21,6.0,5.0,2.0,2.0,1.0,,,,,,,,,,,
349,2020,1,ES 317,Total Grades Given for are,9.0,5.0,,,21,5.0,,1.0,,1.0,,,,,,,,,,,
350,2020,1,ES 319,Total Grades Given for are,6.0,2.0,,,17,9.0,,,,,,,,,,,,,,,
351,2020,1,ES 321,Total Grades Given for are,10.0,2.0,,,19,3.0,2.0,2.0,,,,,,,,,,,,,
352,2020,1,ES 401,Total Grades Given for are,12.0,8.0,,,27,2.0,3.0,2.0,,,,,,,,,,,,,
353,2020,1,ES 401,Total Grades Given for section M are,,,,,2,1.0,1.0,,,,,,,,,,,,,,M
354,2020,1,ES 631,Total Grades Given for are,8.0,10.0,1.0,4.0,38,5.0,5.0,3.0,2.0,,,,,,,,,,,,
355,2020,1,ES 633,Total Grades Given for are,7.0,3.0,,,39,4.0,8.0,7.0,1.0,5.0,,4.0,,,,,,,,,
356,2020,1,ES 635,Total Grades Given for are,,5.0,,4.0,30,19.0,,2.0,,,,,,,,,,,,,
357,2020,1,ES 637,Total Grades Given for are,10.0,5.0,,,33,12.0,3.0,,2.0,1.0,,,,,,,,,,,
358,2020,1,ES 639,Total Grades Given for are,18.0,11.0,,1.0,40,4.0,5.0,1.0,,,,,,,,,,,,,
359,2020,1,ES 645,Total Grades Given for are,8.0,5.0,,,19,4.0,,2.0,,,,,,,,,,,,,
360,2020,1,ES 647,Total Grades Given for are,10.0,6.0,,1.0,33,11.0,4.0,1.0,,,,,,,,,,,,,
361,2020,1,ES 649,Total Grades Given for are,4.0,4.0,1.0,,13,3.0,,1.0,,,,,,,,,,,,,
362,2020,1,ES 653,Total Grades Given for are,6.0,2.0,,,21,12.0,,,,,1.0,,,,,,,,,,
363,2020,1,ES 655,Total Grades Given for are,7.0,1.0,2.0,,16,4.0,1.0,1.0,,,,,,,,,,,,,
364,2020,1,ES 657,Total Grades Given for are,,1.0,,3.0,7,1.0,2.0,,,,,,,,,,,,,,
365,2020,1,ES 659,Total Grades Given for are,,1.0,,3.0,8,1.0,1.0,,1.0,,1.0,,,,,,,,,,
366,2020,1,ES 694,Total Grades Given for are,10.0,1.0,,,19,3.0,4.0,1.0,,,,,,,,,,,,,
367,2020,1,ESS801,Total Grades Given for are,2.0,,,,7,5.0,,,,,,,,,,,,,,,
368,2020,1,ES 208,Total Grades Given for are,2.0,5.0,4.0,,37,1.0,10.0,4.0,2.0,4.0,,5.0,,,,,,,,,
369,2020,1,ES 302,Total Grades Given for are,4.0,7.0,,,21,7.0,,2.0,1.0,,,,,,,,,,,,
370,2020,1,ES 493,Total Grades Given for are,2.0,,,,8,6.0,,,,,,,,,,,,,,,
371,2020,1,ES 495,Total Grades Given for are,1.0,,1.0,,7,2.0,,3.0,,,,,,,,,,,,,
372,2020,1,ES 670,Total Grades Given for are,4.0,7.0,,,24,4.0,5.0,1.0,2.0,1.0,,,,,,,,,,,
373,2020,1,ES 682,Total Grades Given for are,,,,,4,2.0,1.0,,,,1.0,,,,,,,,,,
374,2020,1,ET 601,Total Grades Given for are,6.0,,,,18,11.0,,,,,,1.0,,,,,,,,,
375,2020,1,ET 610,Total Grades Given for are,7.0,3.0,,,18,5.0,1.0,,,,1.0,1.0,,,,,,,,,
376,2020,1,ET 612,Total Grades Given for are,5.0,4.0,,,18,5.0,2.0,,,,1.0,1.0,,,,,,,,,
377,2020,1,ET 613,Total Grades Given for are,6.0,2.0,,,21,11.0,,,,,1.0,1.0,,,,,,,,,
378,2020,1,ET 615,Total Grades Given for are,4.0,1.0,,,10,3.0,,,,,2.0,,,,,,,,,,
379,2020,1,ET 619,Total Grades Given for are,,,,,5,5.0,,,,,,,,,,,,,,,
380,2020,1,GNR401,Total Grades Given for section M are,9.0,3.0,1.0,,26,4.0,4.0,1.0,1.0,,,3.0,,,,,,,,,M
381,2020,1,GNR603,Total Grades Given for are,9.0,12.0,,,40,10.0,8.0,,,,1.0,,,,,,,,,,
382,2020,1,GNR605,Total Grades Given for are,11.0,9.0,,,36,8.0,3.0,1.0,,,4.0,,,,,,,,,,
383,2020,1,GNR607,Total Grades Given for are,9.0,12.0,4.0,,44,8.0,5.0,4.0,,1.0,,1.0,,,,,,,,,
384,2020,1,GNR619,Total Grades Given for are,8.0,10.0,,,32,7.0,5.0,1.0,,,1.0,,,,,,,,,,
385,2020,1,GNR621,Total Grades Given for are,13.0,11.0,,,33,4.0,4.0,,1.0,,,,,,,,,,,,
386,2020,1,GNR623,Total Grades Given for are,7.0,2.0,,1.0,19,8.0,1.0,,,,,,,,,,,,,,
387,2020,1,GNR627,Total Grades Given for are,5.0,1.0,,,16,4.0,,,,,6.0,,,,,,,,,,
388,2020,1,GNR638,Total Grades Given for are,32.0,15.0,,,96,27.0,6.0,2.0,,,11.0,,3.0,,,,,,,,
389,2020,1,GNR638,Total Grades Given for section M are,7.0,,,,7,,,,,,,,,,,,,,,,M
390,2020,1,GNR653,Total Grades Given for are,2.0,,,,6,2.0,1.0,,,,1.0,,,,,,,,,,
391,2020,1,GNRS01,Total Grades Given for are,,1.0,,,1,,,,,,,,,,,,,,,,
392,2020,1,GP 401,Total Grades Given for are,4.0,2.0,,1.0,15,8.0,,,,,,,,,,,,,,,
393,2020,1,GP 403,Total Grades Given for are,3.0,3.0,1.0,,16,2.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,
394,2020,1,GP 407,Total Grades Given for are,10.0,2.0,,,15,1.0,1.0,,,1.0,,,,,,,,,,,
395,2020,1,GP 413,Total Grades Given for are,3.0,5.0,,1.0,15,4.0,2.0,,,,,,,,,,,,,,
396,2020,1,GP 503,Total Grades Given for are,1.0,5.0,,,21,2.0,7.0,5.0,1.0,,,,,,,,,,,,
397,2020,1,GP 505,Total Grades Given for are,,1.0,,,16,3.0,1.0,,,11.0,,,,,,,,,,,
398,2020,1,GP 517,Total Grades Given for are,,,,,18,,,,,18.0,,,,,,,,,,,
399,2020,1,GP 519,Total Grades Given for are,,,,,16,5.0,,,,11.0,,,,,,,,,,,
400,2020,1,GP 521,Total Grades Given for are,12.0,,,,17,4.0,,,,,1.0,,,,,,,,,,
401,2020,1,GP 523,Total Grades Given for are,,,,,16,,,,,,,,,16.0,,,,,,,
402,2020,1,GS 407,Total Grades Given for are,,,,,32,32.0,,,,,,,,,,,,,,,
403,2020,1,GS 415,Total Grades Given for are,8.0,1.0,,,31,22.0,,,,,,,,,,,,,,,
404,2020,1,GS 421,Total Grades Given for are,7.0,,,,32,24.0,,,,,1.0,,,,,,,,,,
405,2020,1,GS 435,Total Grades Given for are,10.0,3.0,,,31,17.0,1.0,,,,,,,,,,,,,,
406,2020,1,GS 507,Total Grades Given for are,11.0,7.0,,,47,17.0,1.0,,,11.0,,,,,,,,,,,
407,2020,1,GS 517,Total Grades Given for are,1.0,7.0,1.0,,31,2.0,9.0,7.0,4.0,,,,,,,,,,,,
408,2020,1,GS 527,Total Grades Given for are,9.0,17.0,,,34,2.0,4.0,,,,2.0,,,,,,,,,,
409,2020,1,GS 535,Total Grades Given for are,4.0,9.0,4.0,,47,4.0,15.0,4.0,4.0,1.0,,2.0,,,,,,,,,
410,2020,1,GS 537,Total Grades Given for are,,11.0,1.0,,32,1.0,4.0,15.0,,,,,,,,,,,,,
411,2020,1,GS 539,Total Grades Given for are,7.0,2.0,,,31,22.0,,,,,,,,,,,,,,,
412,2020,1,GS 543,Total Grades Given for are,19.0,8.0,,1.0,48,15.0,4.0,1.0,,,,,,,,,,,,,
413,2020,1,GS 551,Total Grades Given for are,,,,,31,,,,,,,,,31.0,,,,,,,
414,2020,1,GS 647,Total Grades Given for are,4.0,,,1.0,8,,1.0,,,,2.0,,,,,,,,,,
415,2020,1,GS 649,Total Grades Given for are,,,,,29,25.0,,,,,1.0,3.0,,,,,,,,,
416,2020,1,GS 663,Total Grades Given for are,,3.0,,,7,,3.0,,,,1.0,,,,,,,,,,
417,2020,1,GS 671,Total Grades Given for are,9.0,1.0,,2.0,25,11.0,1.0,,,,,1.0,,,,,,,,,
418,2020,1,GS 673,Total Grades Given for are,14.0,4.0,,,27,3.0,3.0,,,3.0,,,,,,,,,,,
419,2020,1,GS 675,Total Grades Given for are,6.0,22.0,,,47,9.0,4.0,2.0,,4.0,,,,,,,,,,,
420,2020,1,GS 679,Total Grades Given for are,14.0,9.0,,,37,5.0,8.0,,,1.0,,,,,,,,,,,
421,2020,1,GS 683,Total Grades Given for are,7.0,16.0,1.0,,41,6.0,5.0,1.0,,4.0,1.0,,,,,,,,,,
422,2020,1,GS 688,Total Grades Given for are,7.0,1.0,,1.0,21,12.0,,,,,,,,,,,,,,,
423,2020,1,GS691,Total Grades Given for are,1.0,,,1.0,5,3.0,,,,,,,,,,,,,,,
424,2020,1,GS 691,Total Grades Given for are,1.0,,,1.0,5,3.0,,,,,,,,,,,,,,,
425,2020,1,GS 694,Total Grades Given for are,23.0,5.0,,,44,13.0,1.0,1.0,,1.0,,,,,,,,,,,
426,2020,1,GS 701,Total Grades Given for are,4.0,9.0,,,24,4.0,3.0,1.0,,3.0,,,,,,,,,,,
427,2020,1,GS 815,Total Grades Given for are,,,,,2,2.0,,,,,,,,,,,,,,,
428,2020,1,GSS801,Total Grades Given for are,5.0,1.0,,,10,3.0,1.0,,,,,,,,,,,,,,
429,2020,1,HS 101,Total Grades Given for section S1 are,37.0,68.0,9.0,,265,29.0,43.0,52.0,22.0,5.0,,,,,,,,,,,S1
430,2020,1,HS 101,Total Grades Given for section S2 are,64.0,58.0,9.0,4.0,271,57.0,39.0,25.0,14.0,,,1.0,,,,,,,,,S2
431,2020,1,HS 101,Total Grades Given for section S3 are,45.0,53.0,25.0,1.0,266,21.0,57.0,26.0,26.0,1.0,,11.0,,,,,,,,,S3
432,2020,1,HS 200,Total Grades Given for are,,,,1.0,1,,,,,,,,,,,,,,,,
433,2020,1,HS 200,Total Grades Given for section S1 are,64.0,46.0,1.0,2.0,228,68.0,28.0,14.0,3.0,1.0,,,1.0,,,,,,,,S1
434,2020,1,HS 200,Total Grades Given for section S2 are,19.0,30.0,1.0,1.0,130,9.0,32.0,23.0,13.0,2.0,,,,,,,,,,,S2
435,2020,1,HS 221,Total Grades Given for are,8.0,8.0,3.0,,34,5.0,3.0,5.0,2.0,,,,,,,,,,,,
436,2020,1,HS 223,Total Grades Given for are,9.0,6.0,1.0,,30,8.0,3.0,2.0,1.0,,,,,,,,,,,,
437,2020,1,HS 225,Total Grades Given for are,8.0,12.0,1.0,,33,1.0,4.0,2.0,5.0,,,,,,,,,,,,
438,2020,1,HS 227,Total Grades Given for are,4.0,11.0,,,30,2.0,7.0,4.0,2.0,,,,,,,,,,,,
439,2020,1,HS 301,Total Grades Given for are,59.0,94.0,1.0,5.0,249,37.0,38.0,11.0,4.0,,,,,,,,,,,,
440,2020,1,HS 303,Total Grades Given for are,,,2.0,,2,,,,,,,,,,,,,,,,
441,2020,1,HS 303,Total Grades Given for section S1 are,22.0,27.0,7.0,2.0,130,9.0,27.0,21.0,12.0,,,,3.0,,,,,,,,S1
442,2020,1,HS 303,Total Grades Given for section S2 are,59.0,38.0,,,130,24.0,4.0,2.0,2.0,,,1.0,,,,,,,,,S2
443,2020,1,HS 305,Total Grades Given for are,,,,,1,,1.0,,,,,,,,,,,,,,
444,2020,1,HS 305,Total Grades Given for section S1 are,7.0,11.0,3.0,5.0,54,4.0,10.0,9.0,5.0,,,,,,,,,,,,S1
445,2020,1,HS 305,Total Grades Given for section S2 are,13.0,7.0,4.0,3.0,49,12.0,3.0,6.0,1.0,,,,,,,,,,,,S2
